dataset,case,edits,words,wer,delta_edits_vs_baseline,rel_reduction_vs_baseline,wall_sec,whisper_total_ms
tiny_original_hard_manifest,probe3_wg-0.8_we-0.5_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,59.61570763587952,57323.56
tiny_original_hard_manifest,probe3_wg-0.5_we-0.8_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,59.62674021720886,57232.130000000005
tiny_original_hard_manifest,probe3_wg-0.8_we0.0_wl0.3,26,559,0.046511627906976744,-2,0.07142857142857142,59.64410972595215,57394.53
tiny_original_hard_manifest,probe3_wg-1.2_we0.0_wl0.3,26,559,0.046511627906976744,-2,0.07142857142857142,59.671125173568726,57219.340000000004
tiny_original_hard_manifest,probe3_wg-1.0_we-0.2_wl0.3,26,559,0.046511627906976744,-2,0.07142857142857142,59.72221279144287,57477.04
tiny_original_hard_manifest,probe3_wg-1.5_we-0.2_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,59.72845768928528,57194.86000000001
tiny_original_hard_manifest,probe3_wg-1.5_we-0.2_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,59.76494264602661,57509.119999999995
tiny_original_hard_manifest,probe3_wg-0.8_we0.2_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,59.769855260849,57520.07000000001
tiny_original_hard_manifest,probe3_wg-1.0_we-0.5_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,59.78501081466675,57396.32
tiny_original_hard_manifest,probe3_wg-1.0_we0.0_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,59.79570150375366,57339.85
tiny_original_hard_manifest,probe3_wg-0.5_we-0.2_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,59.80322551727295,57346.17
tiny_original_hard_manifest,probe3_wg-1.5_we-0.2_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,59.84431076049805,57356.93000000001
tiny_original_hard_manifest,probe3_wg-1.0_we-0.2_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,59.88809847831726,57634.96
tiny_original_hard_manifest,probe3_wg-1.0_we-0.2_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,59.90118670463562,57434.39
